hhid,pid,w1_hhgeo,w1_hhsizer,w1_hhincome,w1_a_best_age_yrs,w1_a_b2,w1_a_n1_1,w1_a_n2_1,w1_quest_typ,w1_best_race
105965,321475,3,4,400,29,1,168,76.7,1,2
105983,321476,3,3,468.10739,45,2,152,106.9,1,2
105983,321477,3,3,468.10739,47,1,157,72.40000000000001,1,2
104623,321478,2,9,2220,58,2,169.5,113.5,1,1
104927,321479,3,14,3228.0557,26,2,159.4,54.6,1,1
104626,321480,2,4,622,17,1,158.5,54.3,1,1
104626,321482,2,4,622,52,2,150,67.2,1,1
105986,321483,3,2,2492.7266,42,2,150,-3,1,2
105986,321484,3,2,2492.7266,40,,,,1,2
104626,321485,2,4,622,15,2,155.7,52.4,1,1
104899,321486,2,4,640,58,2,158.8,73.5,1,1
104899,321487,2,4,640,25,2,165.3,69.2,1,1
104907,321488,2,3,1264,68,2,164,71.59999999999999,1,1
104947,321489,3,3,2540,75,2,166.9,110.7,1,1
105985,321490,3,4,412.73328,25,2,150,40.3,1,2
105992,321491,3,3,1950.9264,68,2,144,51.9,1,2
104913,321492,2,9,4370,36,2,166.1,90.40000000000001,1,1
104913,321493,2,9,4370,19,1,165.3,59.2,1,1
104893,321494,2,6,1521,75,2,68.2,62.5,1,1
104898,321496,2,7,2756.3601,26,2,163.4,69.3,1,1
104898,321497,2,7,2756.3601,22,1,172.4,66,1,1
104898,321498,2,7,2756.3601,15,2,163.1,54.9,1,1
105984,321500,3,6,2967.561,86,1,148,41.4,1,2
104507,321501,3,1,1678.345,67,2,154,86.5,1,2
104506,321502,3,4,3055,36,1,175.9,58.1,1,2
104506,321503,3,4,3055,35,2,158.5,85.90000000000001,1,2
104506,321504,3,4,3055,69,2,-5,-5,1,2
105946,321505,3,4,5416.6665,43,2,153.2,89.59999999999999,1,2
105946,321506,3,4,5416.6665,19,2,155.3,58.7,1,2
105945,321507,3,5,6434.8486,17,1,173,58.7,1,2
105945,321508,3,5,6434.8486,42,1,172.3,94.40000000000001,1,2
105945,321509,3,5,6434.8486,19,1,164.5,61,1,2
104502,321510,3,3,2073.6067,37,2,148.2,62.9,1,2
104501,321511,3,2,2523.9792,62,2,139.8,44.9,1,2
105952,321512,3,5,1251.6461,32,1,172,57.5,1,2
105948,321513,3,3,1605.1029,19,2,146.8,45.4,1,2
104932,321514,2,4,1110,22,2,150.2,48.7,1,1
105948,321515,3,3,1605.1029,62,1,162.5,35.5,1,2
105952,321516,3,5,1251.6461,27,2,152.4,71.90000000000001,1,2
105941,321517,3,7,2089.0139,38,2,166.4,68.5,1,2
105941,321518,3,7,2089.0139,16,1,167.7,45.7,1,2
105941,321519,3,7,2089.0139,18,1,179,54.2,1,2
105941,321520,3,7,2089.0139,43,1,172.5,87.2,1,2
104501,321521,3,2,2523.9792,71,1,157.4,50.1,1,2
105946,321522,3,4,5416.6665,25,1,160.5,59.6,1,2
105947,321523,3,6,3272.8003,42,1,169,74.8,1,2
105947,321524,3,6,3272.8003,18,2,152.7,69.2,1,2
105947,321525,3,6,3272.8003,15,2,156.8,58.6,1,2
105942,321526,3,6,4787.6729,46,2,160,64.3,1,2
104512,321527,3,2,2576.3472,71,2,150,58.8,1,2
104512,321528,3,2,2576.3472,46,1,157.3,41.3,1,2
105947,321529,3,6,3272.8003,40,2,160.3,70.7,1,2
105942,321530,3,6,4787.6729,51,1,160,45.5,1,2
105942,321531,3,6,4787.6729,19,1,171,56.3,1,2
105942,321532,3,6,4787.6729,24,1,163,54.4,1,2
105977,321533,3,4,2321.6724,15,2,143.9,45.9,1,2
105997,321534,3,1,631.85583,62,1,160.5,46.5,1,2
105998,321535,3,3,3206.2471,74,2,147.3,52.1,1,2
105998,321536,3,3,3206.2471,68,1,159,37.7,1,2
105998,321537,3,3,3206.2471,49,1,155.6,39.5,1,2
104505,321538,3,2,2828.186,64,1,162.7,44.3,1,2
104505,321539,3,2,2828.186,57,2,152.1,97,1,2
105950,321540,3,2,1572.2268,25,,,,1,2
105950,321541,3,2,1572.2268,43,2,151.4,30,1,2
105949,321542,3,1,6249.3335,31,1,161,60.4,1,2
105951,321543,3,5,2896.6667,47,2,155.2,75.7,1,2
104509,321544,3,5,3596.9624,39,1,167,57,1,2
104509,321545,3,5,3596.9624,82,2,149,50.3,1,2
104509,321546,3,5,3596.9624,20,2,157,54.2,1,2
104509,321547,3,5,3596.9624,25,2,157,96.90000000000001,1,2
105951,321549,3,5,2896.6667,56,1,158,48.4,1,2
105951,321550,3,5,2896.6667,24,1,168.5,50.6,1,2
105961,321551,3,5,1307.8011,28,2,148.7,45.7,1,2
105961,321552,3,5,1307.8011,33,,,,1,2
105951,321553,3,5,2896.6667,21,2,153.4,34.9,1,2
105994,321554,3,6,4330,20,2,156.6,49.7,1,2
105994,321555,3,6,4330,62,2,161,64.5,1,2
104742,321557,1,3,6224.1904,40,1,166,71.7,1,2
105938,321558,3,3,6686.3081,49,2,150,117.2,1,2
105938,321559,3,3,6686.3081,46,2,151,92.7,1,2
105966,321560,3,2,2380,79,1,163.2,71,1,2
105966,321561,3,2,2380,76,2,141.5,50.5,1,2
105978,321562,3,6,2860.4353,57,1,163.2,58,1,2
105978,321563,3,6,2860.4353,55,2,153.2,78.90000000000001,1,2
105978,321564,3,6,2860.4353,25,1,168.2,54.5,1,2
105978,321565,3,6,2860.4353,20,2,141.6,42.3,1,2
105978,321566,3,6,2860.4353,17,1,159.3,49.5,1,2
105978,321567,3,6,2860.4353,20,2,152.4,46.4,1,2
105954,321568,3,6,4726.9355,25,2,166,91.40000000000001,1,2
105989,321569,3,4,3934.8306,19,1,165,59.6,1,2
105954,321570,3,6,4726.9355,16,1,147,45.2,1,2
105954,321571,3,6,4726.9355,19,1,157,54.7,1,2
105954,321572,3,6,4726.9355,55,2,146,48.3,1,2
105964,321573,3,5,1870,34,2,145.4,67.2,1,2
105962,321574,3,4,1904.3875,73,2,148,50.5,1,2
105962,321575,3,4,1904.3875,28,2,155,67.8,1,2
105977,321576,3,4,2321.6724,67,1,153.5,58.2,1,2
105970,321577,3,4,1697.5461,52,2,149.7,59.2,1,2
105971,321578,3,4,1260,34,1,169,80.2,1,2
104781,321579,3,7,4263.9829,27,,,,1,2
105956,321580,3,6,4338.1587,29,1,174,61.9,1,2
105956,321581,3,6,4338.1587,15,2,162,48.6,1,2
105956,321582,3,6,4338.1587,34,1,176,66,1,2
105956,321583,3,6,4338.1587,20,2,149,42.9,1,2
105971,321585,3,4,1260,39,2,145.6,45.2,1,2
105970,321586,3,4,1697.5461,24,1,165.7,60.8,1,2
105957,321587,3,3,1460,43,2,153,68.3,1,2
105976,321588,3,1,2100.3674,44,2,148.9,107.6,1,2
105999,321589,3,7,4664.0225,40,2,154.9,65.2,1,2
105969,321590,3,3,2900,38,1,177.6,60.5,1,2
105999,321591,3,7,4664.0225,16,1,167.4,50.8,1,2
105969,321592,3,3,2900,45,2,159.9,53.5,1,2
105969,321593,3,3,2900,17,1,174.9,62.8,1,2
105999,321594,3,7,4664.0225,30,,,,1,2
105975,321595,3,7,3435.4873,34,2,160,66.2,1,2
105975,321596,3,7,3435.4873,36,1,158,63.7,1,2
105975,321597,3,7,3435.4873,57,2,144,42.8,1,2
105974,321598,3,1,1368.6089,61,1,148.5,39.8,1,2
105973,321599,3,4,3402.9512,28,2,155,37.5,1,2
105973,321600,3,4,3402.9512,52,2,148.3,37.8,1,2
104619,321602,2,7,1679.9127,18,2,160.3,69,1,1
106453,321603,2,6,3638.8542,59,1,171.2,58.8,1,1
106453,321604,2,6,3638.8542,47,2,161.6,95.8,1,1
106365,321605,2,9,2691.189,52,2,148.9,108.3,1,1
104619,321606,2,7,1679.9127,71,2,159.2,51.7,1,1
106364,321607,2,1,920,48,1,167.8,51.4,1,1
104809,321608,1,2,2363.5669,42,1,163.2,56.2,1,2
106448,321609,2,5,1165.7429,24,2,153.2,53,1,1
104766,321610,3,6,1866.1897,19,2,156,55.7,1,2
104801,321612,1,2,803.26025,30,2,156,50.2,1,2
109048,321613,3,2,16809.543,33,,,,1,4
106365,321614,2,9,2691.189,19,1,166.7,53.9,1,1
106044,321615,2,2,1703.4438,44,1,163.4,62.9,1,1
106044,321616,2,2,1703.4438,39,2,169.4,68.09999999999999,1,1
106450,321617,2,6,513.90076,18,1,176.7,69.7,1,1
106450,321618,2,6,513.90076,19,1,168.2,78.3,1,1
104612,321620,2,2,1900,22,1,181.3,72.40000000000001,1,1
106366,321621,2,2,910,56,2,150.3,88.3,1,1
106369,321622,2,5,1460,22,2,160.1,67.90000000000001,1,1
104611,321623,2,5,2080,15,2,159.5,49.1,1,1
106363,321624,2,1,1040,45,2,153.3,64.3,1,1
104615,321625,2,4,4700,35,2,159.2,66.09999999999999,1,1
106449,321626,2,6,19372.66,15,1,155.2,52.5,1,1
104733,321627,1,8,2915.325,57,,,,1,2
105621,321628,3,3,2866.6667,47,1,-3,-3,1,2
106020,321629,3,6,1783.3333,22,2,149.2,56.3,1,2
106020,321630,3,6,1783.3333,48,2,153.4,75,1,2
106020,321631,3,6,1783.3333,56,1,158.1,51,1,2
106200,321632,3,9,3047.1804,48,2,150,90,1,2
106200,321633,3,9,3047.1804,18,1,153,50,1,2
106202,321634,3,8,6874.1133,46,1,166,45,1,2
106202,321635,3,8,6874.1133,42,1,162,40,1,2
106202,321636,3,8,6874.1133,74,2,-5,-5,1,2
104995,321637,3,1,445.27618,43,2,160.5,42.7,1,2
104590,321638,3,6,3280,43,2,145.2,57,1,1
105727,321639,3,5,3800,40,1,164.9,55,1,2
105722,321640,3,5,3100.1963,45,2,154.3,85,1,2
106201,321641,3,4,2000,35,2,148,80,1,2
106201,321642,3,4,2000,15,2,147,55,1,2
106200,321643,3,9,3047.1804,50,1,152,55,1,2
105679,321644,3,2,5220.8491,31,2,161,55,1,2
105727,321645,3,5,3800,40,2,151.4,43,1,2
105722,321646,3,5,3100.1963,50,1,160.4,61.9,1,2
105667,321647,3,1,1070,81,1,158,56,1,2
106254,321648,3,5,4256.6665,50,1,183.9,75,1,2
106254,321649,3,5,4256.6665,19,2,151.2,64,1,2
106254,321650,3,5,4256.6665,54,2,147.8,76,1,2
106254,321651,3,5,4256.6665,29,2,147.9,95,1,2
105680,321652,3,5,4719.4951,51,2,144.4,54,1,2
106259,321653,3,3,3016.8477,17,2,-8,-8,1,2
106253,321654,3,9,7882.3042,53,2,152,65,1,2
106253,321655,3,9,7882.3042,25,1,170,120,1,2
106202,321656,3,8,6874.1133,44,2,158,60,1,2
106202,321657,3,8,6874.1133,26,1,165,60,1,2
105620,321658,3,5,2100,59,2,136.7,50,1,2
105620,321659,3,5,2100,39,2,150.3,96.5,1,2
105678,321660,3,2,2548.3555,89,2,-8,-8,1,2
105681,321661,3,2,7651.8413,55,2,162,71,1,2
105680,321662,3,5,4719.4951,23,1,165.4,65.90000000000001,1,2
105665,321663,3,5,6823.9111,42,1,170,140,1,1
104589,321664,3,2,7138.9658,27,2,161.6,58.5,1,1
105619,321665,3,2,5708.8071,68,2,150,80,1,2
105619,321666,3,2,5708.8071,39,1,163,65,1,2
105665,321667,3,5,6823.9111,35,2,152,60,1,1
105665,321668,3,5,6823.9111,38,2,158,54,1,1
106203,321669,3,6,1959.533,43,1,169,50,1,2
105682,321670,3,11,7954.9849,27,2,148,40,1,2
105682,321671,3,11,7954.9849,17,2,150,43,1,2
105678,321672,3,2,2548.3555,45,1,163,45.6,1,2
105946,321673,3,4,5416.6665,19,1,167,68.5,1,2
105665,321674,3,5,6823.9111,16,2,153,39,1,1
105620,321675,3,5,2100,15,1,165.5,52.9,1,2
105728,321676,1,5,4350.1797,37,2,-8,-8,1,2
105723,321677,3,1,740.12732,63,1,-8,-8,1,2
106203,321678,3,6,1959.533,66,1,165,60,1,2
106203,321679,3,6,1959.533,16,1,166,45,1,2
105729,321680,1,2,2164.2393,62,2,155,56.1,1,1
105729,321681,1,2,2164.2393,68,1,162,40.9,1,2
105720,321682,1,2,7300,65,1,180,122.8,1,4
105720,321683,1,2,7300,58,2,167,85,1,4
105726,321684,3,5,4494.0562,50,2,154.3,85,1,2
105726,321685,3,5,4494.0562,43,1,171.6,70.5,1,2
106256,321686,1,2,1940,67,2,150.5,39.4,1,2
106256,321687,1,2,1940,37,2,153.5,-8,1,2
106258,321688,1,2,2131.6567,26,1,169,56,1,2
106258,321689,1,2,2131.6567,22,2,156,69.8,1,2
105724,321690,3,8,5338.7593,21,1,166.5,52,1,2
104593,321691,3,3,2662.5125,26,2,158.2,63.5,1,1
105621,321692,3,3,2866.6667,47,2,-3,-3,1,2
105727,321693,3,5,3800,16,2,159.8,50,1,2
105994,321694,3,6,4330,67,1,167.4,58.4,1,2
105724,321695,3,8,5338.7593,33,2,160.4,85,1,2
105722,321696,3,5,3100.1963,27,,,,1,2
105677,321697,3,2,924.56799,41,2,153.5,54.9,1,2
105614,321698,3,4,3760,36,1,157.5,65,1,1
105682,321699,3,11,7954.9849,60,1,157.5,46,1,2
105666,321700,3,5,2140,74,2,157.5,78,1,2
106496,321701,3,2,1500,26,2,158.2,64.7,1,1
106496,321702,3,2,1500,43,2,156.1,68.90000000000001,1,1
106481,321703,3,4,2343.6609,53,1,169.3,80.09999999999999,1,1
106492,321704,3,3,7579.9399,25,1,177,56.6,1,1
106481,321705,3,4,2343.6609,26,2,157,76.59999999999999,1,1
105790,321707,2,1,417.4913,42,1,-8,-8,1,1
106492,321708,3,3,7579.9399,29,1,173,71.2,1,1
106477,321709,3,2,378.34125,17,1,170.5,42.4,1,1
106494,321710,3,11,12723.333,19,2,157.8,61,1,1
106494,321711,3,11,12723.333,31,2,153.1,52.6,1,1
106494,321712,3,11,12723.333,26,2,153.5,60.6,1,1
106494,321713,3,11,12723.333,21,1,166.4,52.4,1,1
106491,321714,3,4,1050,37,1,171.6,61.7,1,1
106493,321715,3,4,1860,29,2,159.9,107.1,1,1
106482,321716,3,3,1650,50,1,168.2,69.5,1,1
106475,321717,3,6,5624.02,19,2,157.4,121.6,1,1
106479,321718,3,6,2711.9492,22,2,167.6,71,1,1
106485,321720,3,2,407.6626,38,1,173,55.6,1,1
106482,321721,3,3,1650,57,2,160,78.90000000000001,1,1
106485,321722,3,2,407.6626,48,1,164.5,48.3,1,1
106479,321723,3,6,2711.9492,47,2,163.1,80.90000000000001,1,1
106498,321724,3,2,2203.3333,18,1,153.5,46.1,1,1
106476,321725,3,4,4700,34,2,169,91.2,1,1
106495,321726,3,4,1233.3334,40,1,161.1,53,1,1
106480,321727,3,3,2232.6487,40,,,,1,1
106483,321728,3,2,4775.1694,48,2,154.7,119.4,1,1
106477,321729,3,2,378.34125,51,2,157.3,45.8,1,1
106126,321730,1,1,871.32373,47,1,168,83.5,1,1
106497,321731,3,4,2250,38,2,154.2,63.5,1,1
106479,321732,3,6,2711.9492,19,2,158,58.9,1,1
106475,321733,3,6,5624.02,31,1,167.8,67,1,1
106475,321734,3,6,5624.02,24,1,167,58.6,1,1
106475,321736,3,6,5624.02,40,2,160,129.3,1,1
106479,321737,3,6,2711.9492,50,1,164.4,65.90000000000001,1,1
105691,321738,3,3,1833.3333,46,1,166.1,53,1,1
106461,321739,3,3,3563.7258,36,1,175.2,56,1,1
106472,321740,3,6,1770,83,2,160,101.6,1,1
106472,321741,3,6,1770,24,2,150,83.90000000000001,1,1
106472,321742,3,6,1770,17,1,161.5,42.6,1,1
106472,321743,3,6,1770,18,1,170.9,68.7,1,1
105701,321744,3,2,1280,53,2,168.7,41.9,1,1
105701,321745,3,2,1280,52,1,156.4,46.6,1,1
105702,321746,3,5,2914.9651,24,2,162.3,119.9,1,1
105691,321747,3,3,1833.3333,41,2,145,56.1,1,1
105705,321748,3,1,600,27,1,174.4,67.40000000000001,1,1
106460,321749,3,1,1370,70,2,150,99.3,1,1
106022,321750,3,6,10435.402,40,2,167.6,90.40000000000001,1,1
106022,321751,3,6,10435.402,52,1,165.8,105.2,1,1
106022,321752,3,6,10435.402,16,1,171.5,61.8,1,1
106500,321753,3,1,940,54,2,159.1,131,1,1
106465,321754,3,4,1986.4315,47,1,165.5,54,1,1
106465,321755,3,4,1986.4315,44,2,155.9,53.6,1,1
106467,321756,3,1,1379.3542,70,2,149.3,54,1,1
106466,321757,3,9,1688.6389,26,2,161.6,119.5,1,1
105704,321758,3,4,1645.8264,79,2,154.2,66.5,1,1
105704,321759,3,4,1645.8264,21,2,166.2,71.2,1,1
105686,321760,3,1,10269,55,1,169.8,56.5,1,1
106456,321761,3,4,6440.5259,35,2,159.9,87.90000000000001,1,1
106461,321762,3,3,3563.7258,41,2,165.2,50.1,1,1
106459,321763,3,5,890,48,2,161.9,57.2,1,1
106468,321764,3,4,1973.1307,50,1,170.1,84.40000000000001,1,1
106470,321765,3,6,3550,29,2,157.5,47.7,1,1
105699,321766,3,2,1040,82,2,-8,-8,1,1
105699,321767,3,2,1040,48,2,154,67.5,1,1
105693,321768,3,4,2286.6667,55,2,147.1,76.3,1,1
105693,321769,3,4,2286.6667,69,1,158.9,125.6,1,1
105693,321770,3,4,2286.6667,17,1,158.2,69,1,1
105702,321771,3,5,2914.9651,48,2,152.5,76.09999999999999,1,1
105700,321772,3,1,1498.9698,39,1,172.7,59,1,1
105702,321773,3,5,2914.9651,78,2,145.5,46.2,1,1
106466,321774,3,9,1688.6389,16,2,153.7,35,1,1
106027,321775,3,2,1190,43,1,159.4,59.2,1,1
106466,321776,3,9,1688.6389,58,2,155.5,78.2,1,1
106448,321777,2,5,1165.7429,14,1,162.2,46.6,1,1
104750,321778,1,3,2323.6279,55,2,148.4,62.7,1,2
104591,321779,3,3,1970,21,2,153.4,79.40000000000001,1,1
104733,321780,1,8,2915.325,34,2,153.4,74.59999999999999,1,2
106030,321781,2,5,2130,15,2,157.5,53.1,1,1
106030,321782,2,5,2130,55,2,164.9,113.9,1,1
104897,321783,2,8,2370,33,2,162.8,95,1,1
104911,321784,2,4,1860,76,2,162.9,74.5,1,1
104948,321785,3,4,4250,15,2,159.9,48.8,1,1
104912,321786,2,4,620,41,1,170.2,71.09999999999999,1,1
106448,321788,2,5,1165.7429,42,2,153.4,58.7,1,1
106365,321789,2,9,2691.189,16,2,144.3,48,1,1
104596,321790,3,3,1779.9219,48,1,176.2,64.2,1,1
104554,321791,3,5,909.46515,30,1,152.5,37.6,1,1
104554,321792,3,5,909.46515,15,2,139.2,33.3,1,1
104571,321793,3,5,2590,42,2,155.5,130.5,1,1
104553,321794,3,4,3359.4094,36,1,164.5,48.5,1,1
106372,321795,2,2,520,28,2,158.4,75.90000000000001,1,1
106030,321796,2,5,2130,62,1,172.3,73.90000000000001,1,1
106026,321797,3,2,1190,52,1,172.1,48,1,1
106026,321798,3,2,1190,77,2,155.2,42.3,1,1
106474,321799,3,2,7200,17,1,168.3,55.3,1,1
106474,321800,3,2,7200,56,2,157.3,72.3,1,1
106360,321801,2,3,460.5311,28,1,120.5,37.2,1,1
106120,321802,2,5,1152.0391,69,2,157,63.5,1,1
106117,321803,2,1,197.01077,50,1,62.2,39.5,1,1
106312,321804,2,4,980.02551,87,2,167.5,78.5,1,1
106314,321805,2,4,3286.0291,51,2,153,69.09999999999999,1,1
106314,321806,2,4,3286.0291,58,1,162,76.3,1,1
106342,321808,2,2,1421.1644,62,2,165.1,67,1,1
106360,321809,2,3,460.5311,37,2,136.3,63.5,1,1
106311,321810,2,1,3635.6401,34,1,170,60,1,1
106354,321811,2,2,399.80267,16,1,167.3,53.2,1,1
106354,321812,2,2,399.80267,50,2,160,72.2,1,1
106118,321813,2,6,2346.5496,83,1,179.5,75.09999999999999,1,1
106359,321814,2,1,1073.7803,77,1,175.3,65.7,1,1
106118,321815,2,6,2346.5496,70,2,150.9,65.3,1,1
106119,321816,2,1,142.46086,58,1,168.2,59.2,1,1
106118,321817,2,6,2346.5496,22,1,167.5,55.1,1,1
106118,321818,2,6,2346.5496,16,1,158.7,55.9,1,1
106120,321819,2,5,1152.0391,43,2,157.3,57,1,1
106429,321821,3,2,19552.895,47,2,158.1,77.5,1,4
106429,321822,3,2,19552.895,53,1,187.3,118,1,4
106425,321823,3,1,5000,56,2,-8,-8,1,4
106393,321824,3,3,13124.049,62,,,,1,4
106411,321825,3,3,10415.433,37,1,-3,110.5,1,4
106179,321826,3,3,3805.583,64,1,-8,-8,1,4
106179,321827,3,3,3805.583,35,,,,1,4
106403,321830,3,2,13390.427,58,,,,1,4
104802,321832,1,8,3083.6309,34,1,158.2,53.9,1,2
106411,321833,3,3,10415.433,32,2,152.7,80.5,1,4
106402,321834,3,7,11246.96,22,1,-8,-8,1,4
106402,321835,3,7,11246.96,23,2,-8,-8,1,4
106400,321836,3,2,3368.9666,73,2,-8,-8,1,4
106400,321837,3,2,3368.9666,80,,,,1,4
106394,321838,3,2,7379.3159,62,,,,1,4
106393,321839,3,3,13124.049,51,2,-8,-8,1,4
104795,321841,1,1,1318.3446,56,1,172,83.8,1,2
104799,321843,1,1,4513.9658,33,1,173.2,84.3,1,4
104798,321844,1,3,1925.8242,16,2,146,44.7,1,2
104746,321847,1,3,1267.2754,26,1,163.4,66.09999999999999,1,2
106394,321851,3,2,7379.3159,63,2,-8,-8,1,4
104798,321854,1,3,1925.8242,35,2,152.3,46.8,1,2
104798,321855,1,3,1925.8242,44,1,163.4,56.1,1,2
104793,321856,1,1,697,40,1,162,57.6,1,2
106401,321858,3,6,10862.676,36,2,-8,-8,1,4
106401,321859,3,6,10862.676,35,,,,1,4
106402,321860,3,7,11246.96,18,,,,1,4
104806,321861,1,3,1968.5508,39,2,151,54.3,1,2
106180,321862,3,2,16633.523,47,1,-8,-8,1,4
106180,321863,3,2,16633.523,49,2,-8,-8,1,4
106402,321864,3,7,11246.96,22,1,-8,-8,1,4
106403,321865,3,2,13390.427,57,2,-8,-8,1,4
106402,321866,3,7,11246.96,19,2,-8,-8,1,4
104804,321867,1,2,12054.409,33,1,168.9,74,1,4
104752,321868,1,5,10017.629,21,,,,1,2
104752,321869,1,5,10017.629,47,1,171.1,-3,1,2
104789,321870,1,2,9766.0068,51,,,,1,4
104800,321871,1,2,7963.9814,45,2,163.7,85,1,4
104787,321872,1,1,10904.41,53,1,176,86,1,4
104802,321877,1,8,3083.6309,40,2,156,74.09999999999999,1,2
104802,321878,1,8,3083.6309,17,2,148.2,55.6,1,2
104802,321879,1,8,3083.6309,18,1,164.9,63.9,1,2
106430,321880,3,2,8295.9238,55,,,,1,
104791,321881,1,6,1830,49,2,149.2,53.3,1,2
106486,321882,3,1,5350,39,1,161.3,65,1,1
106493,321883,3,4,1860,35,1,-8,-8,1,1
106494,321884,3,11,12723.333,23,1,166.9,60,1,1
106494,321885,3,11,12723.333,50,1,163,69,1,1
106478,321886,3,3,600,34,1,177.8,68.5,1,1
106478,321887,3,3,600,22,2,158.7,69.59999999999999,1,1
106494,321888,3,11,12723.333,49,2,152,81.8,1,1
106491,321889,3,4,1050,35,2,163.8,88.40000000000001,1,1
106487,321891,3,4,1470,58,2,155.1,41.1,1,1
106481,321892,3,4,2343.6609,52,2,145.3,66.40000000000001,1,1
105784,321893,2,2,786.55206,33,2,158.3,87.5,1,1
105783,321894,2,3,760,32,2,155.2,80.40000000000001,1,1
106170,321895,1,1,994.58423,83,2,-8,-8,1,1
106169,321896,1,2,1061.6797,90,2,-8,-8,1,1
106483,321900,3,2,4775.1694,21,2,160.5,91,1,1
105849,321939,3,3,7062.1523,27,1,-3,-3,1,4
105849,321940,3,3,7062.1523,54,2,-3,-3,1,4
105849,321942,3,3,7062.1523,57,,,,1,4
104954,321944,2,1,150,50,1,164.1,63.4,1,1
104928,321945,2,1,1140,66,2,150.3,54.6,1,
105815,321947,3,4,13694.963,24,1,-8,-8,1,2
105840,321948,3,2,2540,65,1,-8,-8,1,4
105840,321949,3,2,2540,58,1,-8,-8,1,4
105819,321950,3,5,1879.2688,18,2,-8,-8,1,2
105819,321951,3,5,1879.2688,22,1,-8,-8,1,2
105843,321953,3,5,7427.5889,39,1,161,69.7,1,2
105830,321954,3,4,1000,52,2,-8,-8,1,2
105830,321955,3,4,1000,17,2,-8,-8,1,2
105830,321956,3,4,1000,16,1,-8,-8,1,2
105820,321957,3,7,5360,22,2,-8,-8,1,2
105820,321958,3,7,5360,16,1,-8,-8,1,2
105817,321959,3,3,3571.9175,44,1,-8,-8,1,2
105815,321960,3,4,13694.963,57,1,-8,-8,1,2
105823,321961,3,1,1300,23,2,-8,-8,1,2
105819,321962,3,5,1879.2688,35,2,-8,-8,1,2
105831,321963,3,5,1712.8325,32,2,-3,-3,1,2
105820,321964,3,7,5360,36,1,-8,-8,1,2
105820,321965,3,7,5360,42,2,-8,-8,1,2
105844,321966,3,2,18720.18,70,2,-8,98,1,4
106059,321967,3,3,16478.523,17,1,-8,-8,1,4
105845,321968,3,4,11853.635,48,,,,1,1
106064,321969,3,4,11326.206,36,,,,1,4
105816,321970,3,4,5833.333,53,2,-8,-8,1,2
106065,321971,3,6,4223.1738,22,,,,1,1
104648,321973,2,1,1390,33,2,154.4,59.9,1,1
104938,321974,2,6,4300,60,2,155.6,81.8,1,1
106059,321975,3,3,16478.523,19,1,-8,-8,1,4
105824,321976,3,3,3552.99,40,2,-8,-8,1,2
106065,321977,3,6,4223.1738,65,2,-8,-8,1,1
105810,321978,3,6,3650.8259,60,2,152,89.90000000000001,1,2
105810,321979,3,6,3650.8259,69,1,165,69.40000000000001,1,2
105826,321980,3,4,3246.0645,28,1,-8,-8,1,1
106065,321981,3,6,4223.1738,17,1,-8,-8,1,1
105810,321982,3,6,3650.8259,35,,,,1,2
105828,321983,3,5,2340,46,1,-5,-5,1,2
105828,321984,3,5,2340,20,2,-3,-8,1,2
106064,321985,3,4,11326.206,35,1,-8,-8,1,4
106056,321986,3,2,23777.945,43,,,,1,4
105805,321987,3,7,22944.33,24,1,-8,-8,1,2
106066,321988,3,2,18752.502,51,2,-8,-8,1,4
105805,321989,3,7,22944.33,42,1,-8,-8,1,2
106066,321990,3,2,18752.502,55,,,,1,4
104639,321992,2,2,1980,68,2,157.5,51.4,1,1
106068,321997,3,4,20001.504,30,2,-8,-8,1,4
106059,321999,3,3,16478.523,49,2,-8,-8,1,4
106057,322000,3,2,13430.18,60,1,-8,-8,1,4
105805,322002,3,7,22944.33,36,2,-8,-8,1,2
104639,322003,2,2,1980,38,2,155.5,78.8,1,1
104964,322004,2,5,970,55,2,155.2,64.59999999999999,1,1
104925,322005,2,1,350,59,2,158.3,63.9,1,1
104973,322006,2,2,1557.7684,72,2,160.9,70,1,1
105835,322014,3,4,21086.309,38,2,-8,-8,1,1
105843,322015,3,5,7427.5889,33,2,155.1,51.6,1,2
105844,322016,3,2,18720.18,50,2,-8,-8,1,4
105809,322017,3,3,2634.9385,27,,,,1,2
105809,322018,3,3,2634.9385,33,,,,1,2
105930,322019,2,5,604.12341,25,1,139.3,98.40000000000001,1,1
105926,322020,2,4,1047.4103,18,1,166,46,1,1
105926,322021,2,4,1047.4103,82,2,176,50.3,1,1
104661,322022,2,8,4325.1045,27,1,160.5,67.90000000000001,1,1
104661,322023,2,8,4325.1045,89,2,-8,-8,1,1
104661,322024,2,8,4325.1045,22,1,153.7,61.3,1,1
104661,322025,2,8,4325.1045,94,1,157.7,67.5,1,1
109658,322026,3,3,9400.209,28,,,,1,2
109731,322027,3,4,3205.5425,26,2,140.8,63.5,1,2
109668,322029,3,5,8166.9907,25,,,,1,2
109783,322030,1,4,0,35,1,158.9,61.4,1,2
109783,322031,1,4,0,32,2,162.4,81.3,1,2
108002,322032,3,8,9373.46,19,2,49.9,74.8,1,2
108004,322033,3,6,5167.9336,75,1,165.3,76.7,1,2
109648,322034,3,4,11706.769,33,,,,1,2
109652,322035,3,2,3204.8525,47,,,,1,2
109776,322037,1,4,1876.9805,32,2,167.9,129.8,1,2
