hhid,pid,w1_hhgeo,w1_hhsizer,w1_hhincome,w1_a_best_age_yrs,w1_a_b2,w1_a_n1_1,w1_a_n2_1,w1_quest_typ,w1_best_race
104280,312533,2,5,2368.3687,28,2,151.7,82.7,1,1
103503,312534,3,1,1800,35,1,167.5,86.8,1,1
103512,312535,2,15,3892.9739,72,2,155.1,46.7,1,1
103512,312536,2,15,3892.9739,79,1,170.4,61.2,1,1
103512,312537,2,15,3892.9739,33,2,158.2,64.40000000000001,1,1
104280,312538,2,5,2368.3687,77,2,155.7,70.90000000000001,1,1
104144,312539,3,8,10523.333,28,2,156.7,67.3,1,1
103978,312544,2,10,2535.582,16,2,155.4,46.6,1,1
103994,312545,2,8,882.18164,18,2,161.9,54.6,1,1
103978,312546,2,10,2535.582,20,2,168.6,65.40000000000001,1,1
104000,312548,2,3,715.93121,16,1,160.8,56.8,1,1
104294,312549,3,6,6324.7207,32,2,203.4,107.3,1,1
104301,312550,3,1,350,31,1,155.4,50.1,1,1
104144,312551,3,8,10523.333,30,1,163.9,69.90000000000001,1,1
104144,312552,3,8,10523.333,49,2,156.5,49.8,1,1
104144,312553,3,8,10523.333,17,1,172.5,53.8,1,1
104315,312554,3,2,1010,19,1,158.9,56.5,1,1
104315,312555,3,2,1010,18,1,163.5,61.9,1,1
104298,312556,3,2,1203.0299,54,2,166.5,91.09999999999999,1,1
104313,312557,3,4,720,34,2,146.9,71.09999999999999,1,1
104314,312558,3,2,1398.8187,23,1,167.8,60.9,1,1
104316,312560,3,7,1289.5381,23,2,159.2,58.2,1,1
104144,312561,3,8,10523.333,16,2,154.1,60.9,1,1
104294,312562,3,6,6324.7207,34,2,155.5,129.9,1,1
101094,312563,2,6,9551.7734,18,1,163.9,54.7,1,1
104300,312564,3,1,4000,36,1,173.8,84.59999999999999,1,1
104297,312565,3,4,1600,39,2,157.4,68,1,1
104298,312566,3,2,1203.0299,19,1,171.9,56.7,1,1
104297,312567,3,4,1600,23,2,161.2,64.3,1,1
104306,312568,3,8,9237.916,28,2,158,85.3,1,1
104306,312569,3,8,9237.916,29,1,181.1,71.7,1,1
104306,312570,3,8,9237.916,28,1,175.6,64.8,1,1
104296,312572,3,3,9106.085,25,1,160.8,95.2,1,1
104296,312573,3,3,9106.085,60,2,152.5,99.2,1,1
104316,312574,3,7,1289.5381,61,2,162,107.9,1,1
104316,312575,3,7,1289.5381,20,2,161.9,60.4,1,1
104144,312576,3,8,10523.333,31,2,144.6,59.2,1,1
104311,312577,3,7,1400,16,1,160.3,40.9,1,1
104307,312578,3,3,3509.2383,29,1,175.1,62.5,1,1
104299,312579,3,7,1415.5967,58,1,-8,-8,1,1
104307,312581,3,3,3509.2383,37,2,165,129,1,1
104311,312582,3,7,1400,21,2,151.9,47,1,1
104295,312583,3,1,4993.1597,71,2,161.3,85.09999999999999,1,1
104285,312584,2,2,1390.6947,54,1,169.3,56.9,1,1
104286,312585,2,7,3698.438,41,2,168.8,112.3,1,1
104308,312586,3,10,1670,18,2,156.9,66.7,1,1
104308,312587,3,10,1670,39,2,157.9,84.09999999999999,1,1
104308,312588,3,10,1670,63,2,149.8,61.2,1,1
104309,312590,3,1,1300,64,1,172.4,87.09999999999999,1,1
104299,312591,3,7,1415.5967,47,2,163.7,108.3,1,1
104310,312592,3,7,5026.6738,79,2,162.3,89.40000000000001,1,1
104310,312593,3,7,5026.6738,24,2,161.7,60.3,1,1
103513,312594,1,2,1687.675,27,1,168.5,59.5,1,1
103519,312595,1,3,1056.6558,36,1,168.6,65.7,1,1
103516,312596,1,1,700,51,2,165.9,85.59999999999999,1,1
103517,312597,1,2,920.71429,45,2,165.3,101,1,1
104306,312598,3,8,9237.916,65,2,159.2,112.4,1,1
104299,312599,3,7,1415.5967,25,2,162.6,58,1,1
104311,312600,3,7,1400,38,2,154.3,93.90000000000001,1,1
103590,312601,2,6,1424.7234,15,2,156.1,58.9,1,1
103576,312602,2,6,1797.8459,25,2,160.2,75.2,1,1
103590,312603,2,6,1424.7234,33,2,163.2,53.5,1,1
103576,312604,2,6,1797.8459,76,2,162.2,66.7,1,1
103576,312605,2,6,1797.8459,15,2,159.5,38,1,1
103575,312606,2,4,1309.9558,67,2,149.3,43.6,1,1
103582,312607,2,1,200.0127,52,1,167.1,68.40000000000001,1,1
103578,312608,2,6,3645.1367,60,2,162,47,1,1
103564,312609,2,1,660,35,1,175,64.59999999999999,1,1
103580,312610,2,3,2724.6853,36,2,157.8,70.90000000000001,1,1
103580,312611,2,3,2724.6853,16,2,166.2,56.8,1,1
103577,312612,2,7,3602.0493,74,1,-3,-3,1,1
103577,312613,2,7,3602.0493,17,1,176.2,64.2,1,1
103581,312614,2,4,1297.6382,77,2,152.1,41.5,1,1
103581,312615,2,4,1297.6382,17,1,165,49.6,1,1
103581,312616,2,4,1297.6382,40,,,,1,1
103577,312617,2,7,3602.0493,77,2,163.5,49.9,1,1
103587,312618,2,2,1990.1942,76,1,167,69.90000000000001,1,1
103574,312619,2,3,1405.808,59,2,149,65.59999999999999,1,1
103577,312620,2,7,3602.0493,15,1,149.5,37.1,1,1
103573,312621,2,4,792.6427,45,2,152.1,72.09999999999999,1,1
103567,312622,2,2,1058.705,23,1,169.2,56.2,1,1
103567,312623,2,2,1058.705,80,2,-8,-8,1,1
103575,312624,2,4,1309.9558,17,2,144.8,55.9,1,1
103590,312625,2,6,1424.7234,77,2,150.3,70.40000000000001,1,1
103587,312626,2,2,1990.1942,76,2,147.5,56.7,1,1
103571,312627,2,4,6714.646,22,1,-8,-8,1,1
103571,312628,2,4,6714.646,47,2,161,90.8,1,1
103585,312629,2,5,650,41,2,157.4,59.4,1,1
103581,312631,2,4,1297.6382,19,2,153,41.6,1,1
103586,312632,2,7,962.18152,20,2,155.1,45.6,1,1
103586,312633,2,7,962.18152,44,2,161.5,68.8,1,1
103586,312634,2,7,962.18152,17,1,176.8,55.6,1,1
103569,312635,2,5,1099.5576,60,2,145.6,49.5,1,1
103569,312636,2,5,1099.5576,15,,,,1,1
103569,312637,2,5,1099.5576,15,2,146.2,39.8,1,1
103569,312638,2,5,1099.5576,19,2,153.2,41.2,1,1
103571,312639,2,4,6714.646,25,,,,1,1
103570,312640,2,5,500,15,1,147,32.1,1,1
103570,312641,2,5,500,18,1,174.2,55.6,1,1
103572,312643,2,1,997.35516,70,2,160,57.8,1,1
103585,312644,2,5,650,40,1,171.5,42.5,1,1
103953,312646,2,2,150.45227,46,1,-8,-8,1,1
103563,312647,2,3,1018.1653,51,2,150.2,73.90000000000001,1,1
103566,312648,2,2,1023.3004,65,2,154.2,65.2,1,1
103590,312649,2,6,1424.7234,15,1,176.5,62.4,1,1
103563,312650,2,3,1018.1653,29,1,167.2,57.1,1,1
104256,312651,3,5,9129.5684,19,2,151.3,36.4,1,3
103542,312652,1,12,10441.882,32,2,137.8,42.9,1,3
103542,312653,1,12,10441.882,34,2,149.2,50.8,1,3
103536,312654,1,6,1689.8889,35,2,152.8,93.8,1,3
103542,312655,1,12,10441.882,73,2,139.5,46.1,1,3
103545,312656,1,5,1820,56,2,153.7,57.8,1,3
104175,312657,2,9,6802.9307,32,2,149.2,55.9,1,1
104175,312658,2,9,6802.9307,64,2,146.8,79.8,1,1
103570,312659,2,5,500,46,2,151.6,50.9,1,1
103685,312660,2,8,4606.0137,50,2,158.5,138.5,1,1
103709,312661,2,5,2863.7891,47,2,160.3,74.2,1,1
103709,312662,2,5,2863.7891,31,2,149.8,53.6,1,1
103709,312663,2,5,2863.7891,33,1,166.5,57.3,1,1
104179,312664,2,3,1323.4744,67,2,144.4,86.40000000000001,1,1
103937,312665,2,6,4110,15,2,151.1,54,1,1
103688,312666,2,7,2467.3452,29,,,,1,1
103945,312667,2,10,2872.8162,58,2,153.2,70.90000000000001,1,1
103694,312668,2,4,6463.0347,37,1,167.7,63,1,1
103703,312669,2,7,3818.1333,58,2,155.3,58.8,1,1
103692,312670,2,13,7543.2617,23,2,158,99.8,1,1
103692,312671,2,13,7543.2617,17,1,172.5,58.1,1,1
103689,312672,2,5,2300,22,2,146.3,48.3,1,1
103689,312673,2,5,2300,25,2,156.4,57.1,1,1
103687,312674,2,9,7895.5156,36,2,159.5,69.59999999999999,1,1
103687,312675,2,9,7895.5156,80,1,165,60.1,1,1
103536,312677,1,6,1689.8889,15,2,139.4,48.4,1,3
103545,312678,1,5,1820,22,2,150.1,43.9,1,3
103545,312679,1,5,1820,32,1,168.5,47.7,1,3
103545,312680,1,5,1820,59,1,162.4,50.4,1,3
103548,312681,1,10,14607.041,58,,,,1,3
103548,312682,1,10,14607.041,-3,,,,1,3
103539,312685,1,3,3654.6362,58,1,171.3,79.90000000000001,1,3
103536,312686,1,6,1689.8889,17,1,157.4,46.4,1,3
103704,312687,2,8,1357.2603,30,1,157.5,44.8,1,1
103542,312688,1,12,10441.882,41,1,156.6,43.8,1,3
103542,312689,1,12,10441.882,28,1,164.1,86.7,1,3
103683,312690,2,2,2270,31,2,152.3,89.59999999999999,1,1
103683,312691,2,2,2270,58,2,156.2,84.5,1,1
103684,312692,2,10,2193.2146,28,2,159.3,50.8,1,1
103700,312693,2,4,1921.9076,27,2,158.6,68.8,1,1
103684,312694,2,10,2193.2146,15,2,143.2,49.5,1,1
103703,312695,2,7,3818.1333,20,1,176.3,68.2,1,1
103703,312696,2,7,3818.1333,27,2,156.3,64.90000000000001,1,1
103703,312697,2,7,3818.1333,34,2,155.2,61.6,1,1
103684,312698,2,10,2193.2146,49,2,154.5,75.2,1,1
103684,312700,2,10,2193.2146,18,2,151,45.8,1,1
106607,312701,2,3,1067.4954,70,2,156.1,59,1,1
110937,312702,2,13,3832.7461,32,2,165.2,62.2,1,1
110937,312703,2,13,3832.7461,26,2,148.8,57,1,1
110937,312704,2,13,3832.7461,23,1,168.4,60.6,1,1
110939,312705,2,4,1370.5129,46,2,161.3,69.09999999999999,1,1
110939,312706,2,4,1370.5129,29,1,173.5,74.8,1,1
110939,312707,2,4,1370.5129,22,1,171.8,72.09999999999999,1,1
110940,312711,2,4,1838.4807,32,1,165.7,60.1,1,1
110938,312712,2,11,3578.2188,51,2,163.4,96.40000000000001,1,1
106605,312713,2,9,1100,19,1,164.3,55.2,1,1
106605,312714,2,9,1100,19,2,150.9,72.3,1,1
106604,312715,2,11,1829.1703,69,1,160.5,56.2,1,1
106604,312716,2,11,1829.1703,57,2,165.6,93.7,1,1
106604,312717,2,11,1829.1703,26,2,161,58.6,1,1
106604,312718,2,11,1829.1703,18,1,162.1,61.4,1,1
106603,312719,2,3,798.61255,34,1,163.5,57.6,1,1
106605,312720,2,9,1100,15,2,158.7,85.7,1,1
106603,312721,2,3,798.61255,31,2,162.3,64.90000000000001,1,1
106604,312722,2,11,1829.1703,15,2,147.6,49.7,1,1
110938,312723,2,11,3578.2188,30,2,151.5,52.2,1,1
110938,312724,2,11,3578.2188,17,2,163.2,62.9,1,1
110938,312725,2,11,3578.2188,23,2,159.6,56.2,1,1
110938,312726,2,11,3578.2188,22,1,172.5,63.3,1,1
106602,312727,2,5,570.03735,58,1,163.3,71.2,1,1
110938,312728,2,11,3578.2188,16,2,157.3,54.3,1,1
106605,312729,2,9,1100,38,2,162.6,80.09999999999999,1,1
106605,312730,2,9,1100,25,2,154.6,69.2,1,1
106611,312732,2,10,5158.5254,27,1,170.1,61.4,1,1
106612,312733,2,4,1300.8916,35,2,161.4,57.5,1,1
106602,312734,2,5,570.03735,44,2,165.8,73.40000000000001,1,1
106611,312735,2,10,5158.5254,56,2,164.7,78.59999999999999,1,1
106609,312736,2,8,1694.4387,16,2,155.8,49.5,1,1
106609,312737,2,8,1694.4387,24,1,173.6,64.40000000000001,1,1
106609,312738,2,8,1694.4387,22,2,151.4,53.9,1,1
106609,312739,2,8,1694.4387,28,,,,1,1
106609,312740,2,8,1694.4387,46,2,157,59.9,1,1
106608,312741,2,11,2057.7834,17,2,162.7,35.9,1,1
106608,312742,2,11,2057.7834,49,1,171,36.6,1,1
106608,312743,2,11,2057.7834,20,2,161.9,45.6,1,1
106606,312744,2,2,926.85059,-9,2,147.8,57.3,1,1
106607,312745,2,3,1067.4954,20,2,157.1,61.6,1,1
106611,312746,2,10,5158.5254,58,1,160.6,57.8,1,1
106611,312747,2,10,5158.5254,19,,,,1,1
106611,312748,2,10,5158.5254,20,1,172.4,57.2,1,1
106611,312749,2,10,5158.5254,22,1,174.9,60.1,1,1
106611,312750,2,10,5158.5254,26,2,161.7,48.1,1,1
106619,312751,2,5,2726.5308,61,2,156.4,62.1,1,1
106618,312752,2,6,616.50476,26,1,174.7,75.2,1,1
106618,312753,2,6,616.50476,39,2,158.9,53,1,1
106618,312754,2,6,616.50476,25,2,170.9,72.7,1,1
106618,312755,2,6,616.50476,51,2,161.2,109,1,1
106613,312756,2,7,1695.5953,49,2,168.4,70.3,1,1
106613,312757,2,7,1695.5953,21,2,175.5,76.8,1,1
106613,312758,2,7,1695.5953,25,2,174.9,73.09999999999999,1,1
106604,312759,2,11,1829.1703,17,2,171.8,56.3,1,1
106616,312760,2,3,2274.9431,74,2,147.1,41.2,1,1
106610,312761,2,5,640.09967,34,1,168.5,46,1,1
106610,312762,2,5,640.09967,28,2,165.4,75.5,1,1
106602,312763,2,5,570.03735,28,2,160,79.40000000000001,1,1
106614,312764,2,5,1208.605,15,2,161.5,51.6,1,1
106614,312765,2,5,1208.605,67,2,157.6,59.3,1,1
106618,312766,2,6,616.50476,19,2,164.4,58.2,1,1
106615,312767,2,5,2852.2568,15,2,-8,-8,1,1
106608,312768,2,11,2057.7834,45,2,162.4,64.2,1,1
106617,312769,2,2,1943.7062,80,1,161.8,73.59999999999999,1,1
106613,312770,2,7,1695.5953,74,1,179.7,97,1,1
106617,312774,2,2,1943.7062,81,2,159.5,88.3,1,1
106619,312775,2,5,2726.5308,21,1,172,66.59999999999999,1,1
110558,312776,3,8,1800.6885,18,1,171.3,60.6,1,1
110558,312777,3,8,1800.6885,27,2,161.3,48.7,1,1
110558,312778,3,8,1800.6885,54,1,166.7,70.8,1,1
111065,312779,3,4,3255.3989,37,1,169.8,69.7,1,1
111009,312780,3,6,1995.7084,53,1,165,72.90000000000001,1,1
111071,312781,3,8,4581.0381,24,2,160.9,102.5,1,1
111071,312782,3,8,4581.0381,22,2,156.2,56.6,1,1
111071,312783,3,8,4581.0381,65,1,172.3,101.8,1,1
110531,312784,3,2,1076.9528,22,1,175,65.40000000000001,1,1
110531,312785,3,2,1076.9528,19,1,155.3,48.1,1,1
111025,312787,3,8,4203.0513,25,1,172.5,64.8,1,1
111025,312788,3,8,4203.0513,57,1,167.3,74.90000000000001,1,1
111130,312789,3,8,15270.317,17,2,146.2,42.1,1,1
111023,312790,3,5,8520.834,37,2,159.8,72.3,1,1
111065,312794,3,4,3255.3989,49,2,158.9,73.5,1,1
110558,312795,3,8,1800.6885,17,1,159.8,76.5,1,1
110556,312797,3,4,724.54504,54,1,165.6,75.59999999999999,1,1
111130,312798,3,8,15270.317,24,1,168.5,68,1,1
111024,312799,3,1,3360,39,1,161.3,68.09999999999999,1,1
111025,312800,3,8,4203.0513,15,2,155.6,61.6,1,1
111119,312901,2,18,3108.9067,21,1,163,57.1,1,1
111080,312902,3,2,966.6925,40,2,160.3,65.5,1,1
111124,312903,2,2,1405.4915,21,1,157.2,60.2,1,1
111124,312904,2,2,1405.4915,15,1,163.4,55.1,1,1
111075,312906,3,8,2200,30,2,153.5,,1,1
110615,312907,2,2,2171.0276,19,2,154,47.9,1,1
111094,312908,2,3,3370.1628,58,2,160,104.4,1,1
111108,312909,3,3,1399.3843,31,2,160.2,100,1,1
110534,312910,3,2,1129.752,31,2,154.4,64.3,1,1
110535,312911,2,7,6714.2524,44,2,157.3,52,1,1
110535,312912,2,7,6714.2524,17,2,154.5,47.8,1,1
110535,312913,2,7,6714.2524,35,2,153.1,65.90000000000001,1,1
111119,312914,2,18,3108.9067,19,2,162,70.2,1,1
111118,312917,2,2,630.85596,28,1,173.3,54.8,1,1
111119,312919,2,18,3108.9067,37,2,165,103.5,1,1
110627,312921,2,3,1008.0393,33,2,164.9,106.5,1,1
111123,312922,2,5,2882.9172,24,2,163,75.5,1,1
111122,312923,2,7,1584.7183,23,2,161.5,48.2,1,1
111122,312924,2,7,1584.7183,21,1,178.2,64.09999999999999,1,1
110629,312926,2,2,1640,63,1,172.9,69.40000000000001,1,1
110610,312927,2,1,409.08331,29,1,164.7,59.2,1,1
110621,312928,2,3,1217.1733,32,2,159.3,66.90000000000001,1,1
110604,312929,2,7,1842.1719,15,2,155,55,1,1
110608,312930,2,4,3050,39,1,175.8,108.9,1,1
110852,312931,2,5,1992.2925,-9,,,,1,1
110854,312935,2,7,1573.6937,21,,,,1,1
110854,312936,2,7,1573.6937,19,,,,1,1
103731,312938,2,9,3346.4346,17,2,161,59.6,1,1
170275,312939,3,4,22000,35,2,156.3,71.40000000000001,1,3
170282,312940,3,5,35000,43,2,156.7,72.8,1,1
103716,312943,2,4,1564.5983,25,1,-3,-5,1,1
103743,312945,2,8,7911.9614,38,1,179.1,83.40000000000001,1,1
103714,312946,2,5,2161.3711,18,1,176.5,64.2,1,1
103714,312947,2,5,2161.3711,73,2,152.4,68,1,1
103715,312948,2,1,916.97375,19,1,167.6,57.2,1,1
110971,312949,2,4,428,42,2,158.4,52.4,1,1
110971,312950,2,4,428,16,1,167.5,58.4,1,1
110881,312953,2,2,1292.6707,45,1,167,92.2,1,1
110881,312954,2,2,1292.6707,45,2,149,78,1,1
110864,312985,2,7,1120,56,1,175,74.8,1,1
110856,312986,2,2,1074.1671,62,2,156.5,60.8,1,1
110861,312987,2,5,2141.1548,71,1,148.3,61.2,1,1
110857,312988,2,7,4110,20,1,161.4,56.4,1,1
110857,312989,2,7,4110,24,2,157.8,65.09999999999999,1,1
110863,312990,2,5,889.85205,20,2,148.3,85.40000000000001,1,1
110863,312991,2,5,889.85205,17,2,152.2,68.5,1,1
110866,312992,2,2,1915.3547,69,1,149,50.7,1,1
110866,312993,2,2,1915.3547,66,2,154.9,72.59999999999999,1,1
103736,312994,2,5,609.27325,35,2,157,83.09999999999999,1,1
110868,312995,2,12,2944.9312,25,2,154.6,54.5,1,1
110868,312996,2,12,2944.9312,48,2,158.3,81.8,1,1
110868,312998,2,12,2944.9312,21,2,-8,-8,1,1
110868,312999,2,12,2944.9312,17,2,159.2,51.2,1,1
103743,313000,2,8,7911.9614,37,2,168.2,62,1,1
106506,313001,1,7,5403.8403,84,2,149.4,62.1,1,1
106529,313002,2,5,552.40137,26,1,184.4,65.7,1,1
110709,313003,1,3,1259.4834,26,1,166.4,54.5,1,1
110710,313004,1,3,1550,23,2,155.4,62.6,1,1
110711,313005,1,1,1039.3877,24,2,148.4,61.1,1,1
110714,313006,1,1,1138.1501,-9,1,169.4,67.40000000000001,1,1
110667,313007,2,7,1592.1887,20,2,163.4,57.6,1,1
110672,313008,2,7,2174.6396,18,1,172,57.3,1,1
110672,313009,2,7,2174.6396,28,1,168,62.7,1,1
110672,313010,2,7,2174.6396,35,2,159.9,55.5,1,1
110666,313011,2,1,1000,49,1,166.3,70,1,1
110691,313013,1,2,183.86842,-9,2,152.3,50.6,1,1
110677,313014,2,2,426.15692,19,2,160.1,54.9,1,1
110668,313015,2,2,2297.8042,16,2,163.4,55.1,1,1
110669,313016,2,2,1694.4161,65,2,150.1,74.59999999999999,1,1
110669,313017,2,2,1694.4161,17,2,164,53.3,1,1
110670,313018,2,1,1000,23,1,177.3,70.7,1,1
110672,313019,2,7,2174.6396,18,1,168,53.2,1,1
110671,313020,2,3,940,29,1,176.1,65.7,1,1
110671,313021,2,3,940,27,2,167.9,66.3,1,1
106719,313022,2,11,1831.4125,28,,,,1,1
106744,313023,1,8,2494.626,61,,,,1,1
106521,313024,2,4,1038.6697,50,2,154.7,78.5,1,1
106521,313025,2,4,1038.6697,55,1,161.1,59.5,1,1
106529,313026,2,5,552.40137,17,2,166.7,62.1,1,1
110263,313027,3,3,2720.3018,60,2,152.5,90.7,1,1
106520,313028,2,5,1462.184,16,1,173.4,60.9,1,1
110263,313029,3,3,2720.3018,64,1,160.1,84.7,1,1
106526,313031,2,5,1768,57,2,169.7,80.2,1,1
106526,313032,2,5,1768,28,2,160.9,75,1,1
106527,313033,2,10,1923.4657,49,2,150.3,69,1,1
106527,313034,2,10,1923.4657,58,,,,1,1
106527,313035,2,10,1923.4657,32,2,160.3,74.40000000000001,1,1
106528,313036,2,7,1258.3751,35,2,165.1,72.2,1,1
106529,313038,2,5,552.40137,19,1,178.7,71.7,1,1
106529,313039,2,5,552.40137,49,2,165.9,63.3,1,1
106528,313040,2,7,1258.3751,47,,,,1,1
104381,313041,2,10,1217.8521,15,1,162.2,38.3,1,1
104381,313042,2,10,1217.8521,18,1,177.5,48,1,1
104381,313043,2,10,1217.8521,41,2,151.3,47.1,1,1
104381,313044,2,10,1217.8521,16,1,176,60.6,1,1
104352,313045,2,5,1972.8927,59,2,165.3,45.2,1,1
104352,313046,2,5,1972.8927,26,2,161.6,49.9,1,1
104352,313047,2,5,1972.8927,16,2,164.4,56.7,1,1
104401,313048,2,5,1036.375,18,2,153.4,51,1,1
104353,313049,2,2,936.33209,21,2,166.8,99.40000000000001,1,1
104402,313050,2,5,1427.3669,77,2,-3,-3,1,1
104355,313051,2,5,2074.2881,22,1,172.4,56.6,1,1
104354,313052,2,9,3590,67,1,176,88,1,1
104354,313053,2,9,3590,67,2,167.5,86.90000000000001,1,1
104354,313054,2,9,3590,16,1,175.9,52.8,1,1
104402,313055,2,5,1427.3669,-9,,,,1,1
104400,313056,2,5,2032.5354,48,2,157.1,86.7,1,1
104400,313057,2,5,2032.5354,15,1,165.9,50.9,1,1
104399,313058,2,3,2092.7305,41,2,-8,-8,1,1
104381,313059,2,10,1217.8521,16,1,172.5,41.7,1,1
104354,313060,2,9,3590,34,2,164.1,95.90000000000001,1,1
106845,313061,2,6,2554.1157,34,2,144.7,84,1,1
106856,313062,2,11,1176.6666,52,2,162,76.59999999999999,1,1
106851,313065,2,6,1707.3868,31,1,165.3,48.9,1,1
106851,313066,2,6,1707.3868,54,2,154.6,91.7,1,1
106851,313067,2,6,1707.3868,15,1,151.4,43.4,1,1
106853,313068,2,5,2410.1924,67,,,,1,1
106856,313071,2,11,1176.6666,32,1,179,56.5,1,1
106848,313072,2,5,1470.1515,42,1,169.7,62.5,1,1
106848,313073,2,5,1470.1515,45,2,145.5,89,1,1
106845,313074,2,6,2554.1157,16,2,157.8,62.3,1,1
106845,313075,2,6,2554.1157,70,2,159.4,72.2,1,1
106856,313082,2,11,1176.6666,19,1,183,70.59999999999999,1,1
103883,313083,2,4,1107.4736,57,2,154,72.90000000000001,1,1
106856,313084,2,11,1176.6666,78,1,171,54.4,1,1
106852,313085,2,6,2587.5054,33,2,148.5,86.8,1,1
106856,313086,2,11,1176.6666,17,1,162.6,74,1,1
106855,313087,2,3,1131.8849,48,2,144,76.2,1,1
106855,313088,2,3,1131.8849,81,2,141.3,72.90000000000001,1,1
106852,313089,2,6,2587.5054,68,1,156.7,56.7,1,1
106849,313090,2,1,1133.0864,68,2,163,55.3,1,1
106843,313091,2,7,1460.3246,74,2,146.9,52.1,1,1
106847,313092,2,3,1329.9069,20,1,173,50.9,1,1
106847,313093,2,3,1329.9069,51,1,171.5,56.1,1,1
106847,313094,2,3,1329.9069,16,1,174.5,56.8,1,1
106844,313095,2,7,3981.8635,52,2,154.2,96.5,1,1
106844,313096,2,7,3981.8635,23,1,171.5,63.4,1,1
106854,313097,2,3,969.1488,36,2,206,86.09999999999999,1,1
106852,313098,2,6,2587.5054,66,2,159.1,85.2,1,1
106846,313099,2,3,989.75464,52,1,159.5,56.2,1,1
106848,313100,2,5,1470.1515,17,2,147.1,62,1,1
110086,313101,3,4,7095.6514,18,2,157,64.8,1,1
110086,313102,3,4,7095.6514,40,2,-8,-8,1,1
110085,313103,3,1,5616.4463,51,2,-3,-3,1,1
110094,313104,1,2,2349.7703,53,2,144.5,106.3,1,1
110088,313105,1,4,1061.2117,16,2,142.7,63.4,1,1
110087,313106,1,1,1441.3538,36,1,170.2,69.40000000000001,1,1
110080,313108,3,7,9633.334,21,2,157.2,68.2,1,1
110080,313110,3,7,9633.334,18,1,171.2,65.2,1,1
110091,313111,1,3,806,26,2,170.2,80.09999999999999,1,1
103907,313112,2,2,1957.8112,61,2,161.1,94.40000000000001,1,1
110082,313113,3,1,10200,55,1,174.2,91,1,1
103920,313114,4,5,669.59119,-9,,,,1,1
110421,313115,2,4,3012.6016,46,2,142.5,60.5,1,1
110100,313116,1,4,1329.0173,30,1,163.7,71.8,1,1
110075,313117,3,4,9333.334,16,1,166.5,64.8,1,1
110105,313118,4,5,1655.8665,28,2,172,79.2,1,1
110105,313119,4,5,1655.8665,22,2,169,91.5,1,1
110099,313120,1,5,2070,38,1,160.4,72.40000000000001,1,1
110099,313121,1,5,2070,56,2,150.7,55.4,1,1
110099,313122,1,5,2070,32,2,155.5,74.59999999999999,1,1
110075,313123,3,4,9333.334,38,2,158.5,64.5,1,1
110075,313124,3,4,9333.334,16,1,161.5,64.40000000000001,1,1
110067,313125,3,4,8275.5732,15,1,157.7,59.1,1,1
110070,313127,3,4,15911.75,40,2,-3,-8,1,1
103913,313128,2,3,6039.1484,22,1,170,68,1,1
103905,313129,2,5,321.39847,23,2,167.1,89,1,1
103905,313130,2,5,321.39847,19,1,174.1,68,1,1
103904,313131,2,1,1058.5037,66,2,148.1,50.5,1,1
103905,313132,2,5,321.39847,57,2,-8,-8,1,1
110363,313133,2,3,559.55865,19,2,-8,-8,1,1
110120,313134,4,8,2023.9264,22,2,-8,-8,1,1
103914,313135,4,5,610,21,2,159,81.90000000000001,1,1
103907,313136,2,2,1957.8112,68,1,159.7,86.3,1,1
103921,313137,4,6,2510,50,2,160,78.59999999999999,1,1
103921,313138,4,6,2510,25,1,163,65.59999999999999,1,1
110103,313139,4,2,1948.5856,52,,,,1,1
110101,313140,4,4,1471.0233,43,2,161.5,61,1,1
110117,313141,4,3,3638.8877,35,1,162.3,50.2,1,1
103922,313145,2,2,151.77391,39,1,171.8,61.2,1,1
103922,313146,2,2,151.77391,37,1,164,72,1,1
103912,313148,2,2,520.47125,41,,,,1,1
103908,313149,2,5,2030,17,1,156.2,54.2,1,1
110111,313156,2,7,870,21,2,161,92.3,1,1
103897,313157,2,2,1154.8755,17,2,155,68.2,1,1
103910,313158,2,8,2274.3979,72,1,168.4,92.40000000000001,1,1
103910,313159,2,8,2274.3979,25,2,158.4,58.4,1,1
103910,313160,2,8,2274.3979,64,2,149,57,1,1
103911,313161,2,2,1046.7504,65,2,164.5,58.5,1,1
103900,313162,2,6,3399.397,59,1,163.4,93.8,1,1
103900,313163,2,6,3399.397,25,2,152.2,58.1,1,1
103900,313164,2,6,3399.397,55,2,162.6,62.1,1,1
104026,313167,2,5,646.82214,24,2,167.5,58.9,1,1
104026,313168,2,5,646.82214,15,2,142.5,50.5,1,1
104026,313169,2,5,646.82214,22,1,172.6,64.8,1,1
103910,313170,2,8,2274.3979,15,1,142,50.4,1,1
104027,313171,2,3,2067.7341,68,1,174.2,92.3,1,1
103908,313172,2,5,2030,76,1,171.2,86.09999999999999,1,1
104028,313173,2,5,1912.5193,27,2,160.2,55.2,1,1
110429,313174,2,4,760,22,2,131.2,51.2,1,1
104027,313175,2,3,2067.7341,59,2,159.2,89,1,1
103908,313176,2,5,2030,74,2,-5,-5,1,1
103912,313178,2,2,520.47125,43,1,158,64.40000000000001,1,1
103906,313180,2,5,1019.2187,68,2,170,91.40000000000001,1,1
103906,313181,2,5,1019.2187,15,1,167.2,70.59999999999999,1,1
103894,313182,2,6,1203.2725,29,1,174.3,65.7,1,1
